,ORIGIN,DEST,DEP_DEL15,Group
1438,DAL,SAN,0.24554183813443073,3
1439,DAL,SAT,0.21841332027424093,3
1440,DAL,SAV,0.17444717444717445,2
1441,DAL,SDF,0.2087912087912088,3
1442,DAL,SEA,0.20507399577167018,3
1443,DAL,SFO,0.21739130434782608,3
1444,DAL,SJC,0.2375533428165007,3
1445,DAL,SLC,0.2843915343915344,4
1446,DAL,SMF,0.27593360995850624,4
1447,DAL,SNA,0.2545454545454545,4
1448,DAL,SRQ,0.23504273504273504,3
1449,DAL,STL,0.24548736462093862,3
1450,DAL,TPA,0.2724795640326976,4
1451,DAL,TUL,0.27761627906976744,4
1452,DAL,TUS,0.2,2
1453,DAL,VPS,0.14652956298200515,1
1454,DAY,ATL,0.07816901408450705,0
1455,DAY,CLT,0.1348803480783176,1
1456,DAY,DCA,0.11751326762699014,1
1457,DAY,DEN,0.06349206349206349,0
1458,DAY,DFW,0.1704361873990307,2
1459,DAY,IAD,0.14188267394270124,1
1460,DAY,LGA,0.1310452418096724,1
1461,DAY,ORD,0.19843805466808662,2
1462,DAY,PGD,0.3050847457627119,5
1463,DAY,PHL,0.10854503464203233,1
1464,DAY,PIE,0.16216216216216217,2
1465,DAY,SFB,0.2653061224489796,4
1466,DCA,ACK,0.3210332103321033,5
1467,DCA,AGS,0.1949367088607595,2
1468,DCA,ALB,0.18912881608339538,2
1469,DCA,ATL,0.1835392051557465,2
1470,DCA,AUS,0.4702842377260982,5
1471,DCA,AVL,0.1414141414141414,1
1472,DCA,BDL,0.1287952987267385,1
1473,DCA,BGR,0.1834319526627219,2
1474,DCA,BHM,0.1412639405204461,1
1475,DCA,BNA,0.17740232312565998,2
1476,DCA,BOS,0.19791666666666666,2
1477,DCA,BTR,0.2994350282485876,4
1478,DCA,BTV,0.16314935064935066,2
1479,DCA,BUF,0.15543071161048688,2
1480,DCA,CAE,0.15841584158415842,2
1481,DCA,CAK,0.2026315789473684,3
1482,DCA,CHA,0.19195046439628483,2
1483,DCA,CHS,0.15761161915008068,2
1484,DCA,CID,0.1169811320754717,1
1485,DCA,CLE,0.15517241379310345,2
1486,DCA,CLT,0.17035265989240886,2
1487,DCA,CMH,0.17845876520955387,2
1488,DCA,CRW,0.18133333333333335,2
1489,DCA,CVG,0.14095500459136823,1
1490,DCA,DAB,0.29411764705882354,4
1491,DCA,DAL,0.22627737226277372,3
1492,DCA,DAY,0.15857359635811835,2
1493,DCA,DEN,0.2018170019467878,3
1494,DCA,DFW,0.18517424689899586,2
1495,DCA,DSM,0.15582959641255606,2
1496,DCA,DTW,0.1514120449132358,2
1497,DCA,ECP,0.09166666666666666,0
1498,DCA,EWN,0.2857142857142857,4
1499,DCA,EWR,0.19190826482042406,2
1500,DCA,EYW,0.07982261640798226,0
1501,DCA,FLL,0.30282227307398935,5
1502,DCA,GRR,0.16481994459833796,2
1503,DCA,GSO,0.14545454545454545,1
1504,DCA,GSP,0.1487985212569316,1
1505,DCA,HHH,0.07731958762886598,0
1506,DCA,HOU,0.23916967509025272,3
1507,DCA,HPN,0.17805519053876478,2
1508,DCA,HSV,0.1466854724964739,1
1509,DCA,IAH,0.1467693624304664,1
1510,DCA,ILM,0.14028776978417265,1
1511,DCA,IND,0.11605053813757604,1
1512,DCA,JAN,0.193717277486911,2
1513,DCA,JAX,0.19003322259136213,2
1514,DCA,JFK,0.1414141414141414,1
1515,DCA,LAN,0.1590909090909091,2
1516,DCA,LAS,0.09414758269720101,0
1517,DCA,LAX,0.14166666666666666,1
1518,DCA,LEX,0.10126582278481013,1
1519,DCA,LGA,0.17692307692307693,2
1520,DCA,LIT,0.24064171122994651,3
1521,DCA,MCI,0.1965648854961832,2
1522,DCA,MCO,0.21705426356589147,3
1523,DCA,MDW,0.21597501115573406,3
1524,DCA,MEM,0.1451169188445667,1
1525,DCA,MGM,0.1724137931034483,2
1526,DCA,MHT,0.17820867959372114,2
1527,DCA,MIA,0.20316622691292877,3
1528,DCA,MKE,0.2515262515262515,4
1529,DCA,MLB,0.17647058823529413,2
1530,DCA,MSN,0.1360544217687075,1
1531,DCA,MSP,0.14432206608431447,1
1532,DCA,MSY,0.1865778200856735,2
1533,DCA,MVY,0.20320855614973263,3
1534,DCA,MYR,0.16161616161616163,2
1535,DCA,OKC,0.2338935574229692,3
1536,DCA,OMA,0.240981240981241,3
1537,DCA,ORD,0.1615350941193638,2
1538,DCA,ORF,0.1617961511047755,2
1539,DCA,PBI,0.22114347357065803,3
1540,DCA,PDX,0.2185089974293059,3
1541,DCA,PHL,0.12682926829268293,1
1542,DCA,PHX,0.11423699914748509,1
1543,DCA,PIT,0.12439729990356799,1
1544,DCA,PNS,0.20522875816993463,3
1545,DCA,PVD,0.1787584143605086,2
1546,DCA,PWM,0.19615032080659944,2
1547,DCA,RDU,0.13856209150326798,1
1548,DCA,ROC,0.17355371900826447,2
1549,DCA,RSW,0.1969147005444646,2
1550,DCA,SAV,0.16429495472186287,2
1551,DCA,SBN,0.0,0
1552,DCA,SDF,0.11562998405103668,1
1553,DCA,SEA,0.17369093231162197,2
1554,DCA,SFO,0.24168797953964194,3
1555,DCA,SJU,0.22704081632653061,3
1556,DCA,SLC,0.2205128205128205,3
1557,DCA,SRQ,0.16122004357298475,2
1558,DCA,STL,0.1930379746835443,2
1559,DCA,SYR,0.11689497716894977,1
1560,DCA,TLH,0.18925831202046037,2
1561,DCA,TPA,0.16969185310257492,2
1562,DCA,TUL,0.14173228346456693,1
1563,DCA,TVC,0.050505050505050504,0
1564,DCA,TYS,0.13241616509028376,1
1565,DCA,VPS,0.16381418092909536,2
1566,DCA,XNA,0.21971830985915494,3
1567,DDC,DEN,0.1457142857142857,1
1568,DDC,LBL,0.18243243243243243,2
1569,DEC,JLN,0.18591549295774648,2
1570,DEC,ORD,0.16716867469879518,2
1571,DEC,PAH,0.2413793103448276,3
1572,DEN,ABE,0.375,5
1573,DEN,ABQ,0.30992158199795433,5
1574,DEN,ACV,0.1504424778761062,2
1575,DEN,ALB,0.5170068027210885,5
1576,DEN,AMA,0.24577373211963588,3
1577,DEN,ANC,0.37389770723104054,5
1578,DEN,ASE,0.2761541719610335,4
1579,DEN,ATL,0.25993555316863587,4
1580,DEN,ATW,0.27872340425531916,4
1581,DEN,AUS,0.26682233071534706,4
1582,DEN,AVL,0.32653061224489793,5
1583,DEN,BDL,0.38205499276411,5
1584,DEN,BFF,0.167192429022082,2
1585,DEN,BFL,0.21727748691099477,3
1586,DEN,BHM,0.2896790980052038,4
1587,DEN,BIH,0.29591836734693877,4
1588,DEN,BIL,0.2759968725566849,4
1589,DEN,BIS,0.17661900756938603,2
1590,DEN,BLI,0.12903225806451613,1
1591,DEN,BMI,0.19672131147540983,2
1592,DEN,BNA,0.28716707021791765,4
1593,DEN,BOI,0.2934282126412725,4
1594,DEN,BOS,0.31961120640365925,5
1595,DEN,BTV,0.25806451612903225,4
1596,DEN,BUF,0.42136498516320475,5
1597,DEN,BUR,0.33032694475760993,5
1598,DEN,BWI,0.34092431346282653,5
1599,DEN,BZN,0.30297597705270707,5
1600,DEN,CHS,0.3478835978835979,5
1601,DEN,CID,0.2300380228136882,3
1602,DEN,CLE,0.27324973876698017,4
1603,DEN,CLT,0.2274183215887252,3
1604,DEN,CMH,0.3286752375628843,5
1605,DEN,CNY,0.17701149425287357,2
1606,DEN,COD,0.24705882352941178,3
1607,DEN,COS,0.2677250978686385,4
1608,DEN,CPR,0.24834237492465341,3
1609,DEN,CVG,0.2547864506627393,4
1610,DEN,CYS,0.14903846153846154,1
1611,DEN,DAL,0.34486638537271447,5
1612,DEN,DAY,0.14285714285714285,1
1613,DEN,DCA,0.2315653298835705,3
1614,DEN,DDC,0.1644295302013423,2
1615,DEN,DFW,0.2509928514694202,4
1616,DEN,DIK,0.21528861154446177,3
1617,DEN,DRO,0.24355735219807984,3
1618,DEN,DSM,0.2808528085280853,4
1619,DEN,DTW,0.23968,3
1620,DEN,DVL,0.12195121951219512,1
1621,DEN,ECP,0.24528301886792453,3
1622,DEN,EGE,0.19680851063829788,2
1623,DEN,ELP,0.3032911392405063,5
1624,DEN,EUG,0.27495107632093935,4
1625,DEN,EWR,0.28638635695383713,4
1626,DEN,FAR,0.22558286074354128,3
1627,DEN,FAT,0.2708066581306018,4
1628,DEN,FCA,0.24417426545086118,3
1629,DEN,FLL,0.29956188389923327,4
1630,DEN,FSD,0.2205692108667529,3
1631,DEN,GCC,0.1751497005988024,2
1632,DEN,GEG,0.3333333333333333,5
1633,DEN,GJT,0.24758324382384533,3
1634,DEN,GRB,0.1746031746031746,2
1635,DEN,GRR,0.2715654952076677,4
1636,DEN,GSO,0.14285714285714285,1
1637,DEN,GSP,0.16624040920716113,2
1638,DEN,GTF,0.22393822393822393,3
1639,DEN,GUC,0.2270450751252087,3
1640,DEN,HDN,0.2578419071518193,4
1641,DEN,HLN,0.20353982300884957,3
1642,DEN,HNL,0.38372093023255816,5
1643,DEN,HOB,0.18487394957983194,2
1644,DEN,HOU,0.3129928008227631,5
1645,DEN,HSV,0.22901849217638692,3
1646,DEN,IAD,0.26053511705685617,4
1647,DEN,IAH,0.27936333699231614,4
1648,DEN,ICT,0.3102174805088223,5
1649,DEN,IDA,0.2080979284369115,3
1650,DEN,IND,0.2958758986000757,4
1651,DEN,JAC,0.2724616508400292,4
1652,DEN,JAX,0.36033519553072624,5
1653,DEN,JFK,0.32196969696969696,5
1654,DEN,JLN,0.13454545454545455,1
1655,DEN,JMS,0.13527851458885942,1
1656,DEN,KOA,0.25190839694656486,4
1657,DEN,LAR,0.16380655226209048,2
1658,DEN,LAS,0.31483370740665173,5
1659,DEN,LAX,0.26314422952096583,4
1660,DEN,LBB,0.275175644028103,4
1661,DEN,LBF,0.18037974683544303,2
1662,DEN,LBL,0.16120218579234974,2
1663,DEN,LEX,0.07692307692307693,0
1664,DEN,LGA,0.3106498194945848,5
1665,DEN,LGB,0.3197925669835782,5
1666,DEN,LIH,0.23544303797468355,3
1667,DEN,LIT,0.28732581287325815,4
1668,DEN,LNK,0.2807017543859649,4
1669,DEN,LWS,0.19487179487179487,2
1670,DEN,MAF,0.22797927461139897,3
1671,DEN,MCI,0.28348265563978864,4
1672,DEN,MCO,0.3292787025181391,5
1673,DEN,MDT,0.0,0
1674,DEN,MDW,0.35051820356098856,5
1675,DEN,MEM,0.3152492668621701,5
1676,DEN,MFR,0.3145780051150895,5
1677,DEN,MIA,0.2823045267489712,4
1678,DEN,MKE,0.26528423310690025,4
1679,DEN,MLI,0.22946859903381642,3
1680,DEN,MOT,0.23302263648468707,3
1681,DEN,MRY,0.23684210526315788,3
1682,DEN,MSN,0.2697841726618705,4
1683,DEN,MSO,0.2502120441051739,4
1684,DEN,MSP,0.26492942453854507,4
1685,DEN,MSY,0.29071274298056154,4
1686,DEN,MTJ,0.24405506883604505,3
1687,DEN,MYR,0.14814814814814814,1
1688,DEN,OAK,0.38758553274682306,5
1689,DEN,OGG,0.3090909090909091,5
1690,DEN,OKC,0.2796476879521862,4
1691,DEN,OMA,0.29498092163193423,4
1692,DEN,ONT,0.3650465356773526,5
1693,DEN,ORD,0.2612745822859678,4
1694,DEN,ORF,0.29672447013487474,4
1695,DEN,OTH,0.16666666666666666,2
1696,DEN,PBI,0.12857142857142856,1
1697,DEN,PDX,0.3035519721072129,5
1698,DEN,PHL,0.30430145751866333,5
1699,DEN,PHX,0.2883011190233978,4
1700,DEN,PIA,0.24742268041237114,3
1701,DEN,PIT,0.3275217932752179,5
1702,DEN,PNS,0.27075812274368233,4
1703,DEN,PRC,0.22842639593908629,3
1704,DEN,PSC,0.22265122265122264,3
1705,DEN,PSP,0.2613837965700769,4
1706,DEN,PUB,0.15476190476190477,2
1707,DEN,PWM,0.22340425531914893,3
1708,DEN,RAP,0.25,3
1709,DEN,RDM,0.27214377406931967,4
1710,DEN,RDU,0.3293135435992579,5
1711,DEN,RIC,0.24790419161676647,3
1712,DEN,RIW,0.1367713004484305,1
1713,DEN,RKS,0.1373873873873874,1
1714,DEN,RNO,0.30357877416700946,5
1715,DEN,ROC,0.5,5
1716,DEN,RSW,0.24846248462484624,3
1717,DEN,SAF,0.24974924774322968,3
1718,DEN,SAN,0.28705840582282977,4
1719,DEN,SAT,0.292148889583985,4
1720,DEN,SAV,0.20987654320987653,3
1721,DEN,SBA,0.2481536189069424,3
1722,DEN,SBN,0.0,0
1723,DEN,SBP,0.22938144329896906,3
1724,DEN,SDF,0.3269230769230769,5
1725,DEN,SEA,0.2881885292447473,4
1726,DEN,SFO,0.32831858407079645,5
1727,DEN,SGF,0.2865035516969219,4
1728,DEN,SGU,0.23573573573573572,3
1729,DEN,SHR,0.14623338257016247,1
1730,DEN,SHV,0.3411458333333333,5
1731,DEN,SJC,0.2981181908220535,4
1732,DEN,SJU,0.09090909090909091,0
1733,DEN,SLC,0.29870928088506454,4
1734,DEN,SLN,0.18205128205128204,2
1735,DEN,SMF,0.31874244256348244,5
1736,DEN,SNA,0.27761194029850744,4
1737,DEN,SRQ,0.2777777777777778,4
1738,DEN,STL,0.2877002827521206,4
1739,DEN,SUN,0.15280898876404495,2
1740,DEN,SUX,0.17586206896551723,2
1741,DEN,SYR,0.29004329004329005,4
1742,DEN,TPA,0.32925373134328356,5
1743,DEN,TUL,0.29645669291338583,4
1744,DEN,TUS,0.31748071979434445,5
1745,DEN,TVC,0.2196969696969697,3
1746,DEN,TYS,0.21943887775551102,3
1747,DEN,VEL,0.18627450980392157,2
1748,DEN,WYS,0.058823529411764705,0
1749,DEN,XNA,0.20045558086560364,3
1750,DEN,XWA,0.19436345966958213,2
1751,DFW,ABI,0.14634146341463414,1
1752,DFW,ABQ,0.2573075339645945,4
1753,DFW,ACT,0.17612193056731584,2
1754,DFW,ACY,0.0,0
1755,DFW,AEX,0.16094986807387862,2
1756,DFW,AGS,0.17330210772833723,2
1757,DFW,ALB,0.40350877192982454,5
1758,DFW,AMA,0.21233480176211453,3
1759,DFW,ANC,0.29315068493150687,4
1760,DFW,ASE,0.17341040462427745,2
1761,DFW,ATL,0.25194727381665666,4
1762,DFW,AUS,0.25203252032520324,4
1763,DFW,AVL,0.22185970636215335,3
1764,DFW,BDL,0.3327205882352941,5
1765,DFW,BFL,0.3217753120665742,5
1766,DFW,BHM,0.24575835475578406,3
1767,DFW,BIL,0.15955766192733017,2
1768,DFW,BIS,0.1884498480243161,2
1769,DFW,BMI,0.13881401617250674,1
1770,DFW,BNA,0.2736768802228412,4
1771,DFW,BOI,0.2439903846153846,3
1772,DFW,BOS,0.29438381687516635,4
1773,DFW,BPT,0.14173228346456693,1
1774,DFW,BRO,0.1511879049676026,2
1775,DFW,BTR,0.1776595744680851,2
1776,DFW,BTV,0.15,1
1777,DFW,BUF,0.3371868978805395,5
1778,DFW,BUR,0.24805194805194805,3
1779,DFW,BWI,0.2795226130653266,4
1780,DFW,BZN,0.2182410423452769,3
1781,DFW,CAE,0.3363754889178618,5
1782,DFW,CHA,0.10131004366812227,1
1783,DFW,CHS,0.3019966722129784,5
1784,DFW,CID,0.2933088909257562,4
1785,DFW,CLE,0.2726796014682748,4
1786,DFW,CLL,0.15377932232841007,2
1787,DFW,CLT,0.29812734082397,4
1788,DFW,CMH,0.2937024972855592,4
1789,DFW,CMI,0.14747736093143596,1
1790,DFW,COS,0.22280887011615627,3
1791,DFW,COU,0.14312096029547552,1
1792,DFW,CRP,0.14132231404958678,1
1793,DFW,CSG,0.24778761061946902,3
1794,DFW,CVG,0.25328227571115974,4
1795,DFW,DAB,0.12389380530973451,1
1796,DFW,DAY,0.1778496362166532,2
1797,DFW,DCA,0.26371681415929205,4
1798,DFW,DEN,0.2817618063285101,4
1799,DFW,DRO,0.14722911497105046,1
1800,DFW,DRT,0.16666666666666666,2
1801,DFW,DSM,0.27555192150449714,4
1802,DFW,DTW,0.24790853318460682,3
1803,DFW,ECP,0.2940503432494279,4
1804,DFW,EGE,0.2537313432835821,4
1805,DFW,ELP,0.28451296426068673,4
1806,DFW,EUG,0.38461538461538464,5
1807,DFW,EVV,0.13123092573753814,1
1808,DFW,EWR,0.23803494555583693,3
1809,DFW,EYW,0.30662983425414364,5
1810,DFW,FAR,0.15404699738903394,2
1811,DFW,FAT,0.3003344481605351,5
1812,DFW,FAY,0.14470284237726097,1
1813,DFW,FCA,0.23125,3
1814,DFW,FLG,0.1926605504587156,2
1815,DFW,FLL,0.2945039751123401,4
1816,DFW,FSD,0.28164196123147095,4
1817,DFW,FSM,0.14188034188034188,1
1818,DFW,FWA,0.15544554455445544,2
1819,DFW,GCK,0.16775884665792923,2
1820,DFW,GEG,0.43327556325823224,5
1821,DFW,GGG,0.12827225130890052,1
1822,DFW,GJT,0.12045060658578856,1
1823,DFW,GNV,0.13432835820895522,1
1824,DFW,GPT,0.15532994923857868,2
1825,DFW,GRB,0.25,3
1826,DFW,GRI,0.16883116883116883,2
1827,DFW,GRK,0.16163793103448276,2
1828,DFW,GRR,0.3300090661831369,5
1829,DFW,GSO,0.2809278350515464,4
1830,DFW,GSP,0.24553039332538737,3
1831,DFW,GUC,0.3305084745762712,5
1832,DFW,HDN,0.18041237113402062,2
1833,DFW,HHH,0.2,2
1834,DFW,HNL,0.1937869822485207,2
1835,DFW,HOU,0.15475668566418238,2
1836,DFW,HRL,0.12116892373485388,1
1837,DFW,HSV,0.15946666666666667,2
1838,DFW,IAD,0.21089161772557394,3
1839,DFW,IAH,0.24120922832140015,3
1840,DFW,ICT,0.23111474071049407,3
1841,DFW,IDA,0.17892976588628762,2
1842,DFW,ILM,0.29605263157894735,4
1843,DFW,IND,0.2801958650707291,4
1844,DFW,JAC,0.21578099838969403,3
1845,DFW,JAN,0.11988159842131228,1
1846,DFW,JAX,0.27580730545262044,4
1847,DFW,JFK,0.22768933912204534,3
1848,DFW,LAS,0.33349975037443835,5
1849,DFW,LAW,0.1486254295532646,1
1850,DFW,LAX,0.28565382987727467,4
1851,DFW,LBB,0.19603078169299312,2
1852,DFW,LCH,0.15644444444444444,2
1853,DFW,LEX,0.2336802270577105,3
1854,DFW,LFT,0.1446700507614213,1
1855,DFW,LGA,0.25042962037181693,4
1856,DFW,LIT,0.16636851520572452,2
1857,DFW,LRD,0.1392,1
1858,DFW,MAF,0.13627412367073652,1
1859,DFW,MCI,0.27702996092053844,4
1860,DFW,MCO,0.35165895061728397,5
1861,DFW,MDT,0.4020618556701031,5
1862,DFW,MDW,0.44008264462809915,5
1863,DFW,MEM,0.2733171127331711,4
1864,DFW,MFE,0.24308193163320674,3
1865,DFW,MGM,0.17167919799498746,2
1866,DFW,MHK,0.14792899408284024,1
1867,DFW,MIA,0.2830637488106565,4
1868,DFW,MKE,0.3360957642725598,5
1869,DFW,MLI,0.13454075032341525,1
1870,DFW,MLU,0.11466666666666667,1
1871,DFW,MOB,0.14801110083256244,1
1872,DFW,MRY,0.28112449799196787,4
1873,DFW,MSN,0.3291814946619217,5
1874,DFW,MSO,0.15242494226327943,2
1875,DFW,MSP,0.21925465838509317,3
1876,DFW,MSY,0.2903871829105474,4
1877,DFW,MTJ,0.19796954314720813,2
1878,DFW,MYR,0.21342925659472423,3
1879,DFW,OAK,0.3697916666666667,5
1880,DFW,OGG,0.1684981684981685,2
1881,DFW,OKC,0.26834309335170514,4
1882,DFW,OMA,0.26420664206642064,4
1883,DFW,ONT,0.3098307816277196,5
1884,DFW,ORD,0.2214623025565869,3
1885,DFW,ORF,0.2823061630218688,4
1886,DFW,PBI,0.3138888888888889,5
1887,DFW,PDX,0.2887292321508756,4
1888,DFW,PHL,0.2948717948717949,4
1889,DFW,PHX,0.3061507936507937,5
1890,DFW,PIA,0.16946959896507116,2
1891,DFW,PIT,0.27848101265822783,4
1892,DFW,PNS,0.30739795918367346,5
1893,DFW,PSP,0.25347912524850896,4
1894,DFW,PWM,0.3157894736842105,5
1895,DFW,RAP,0.13303769401330376,1
1896,DFW,RDU,0.3082706766917293,5
1897,DFW,RIC,0.2612704918032787,4
1898,DFW,RNO,0.24916666666666668,3
1899,DFW,ROC,0.3333333333333333,5
1900,DFW,ROW,0.14463840399002495,1
1901,DFW,RSW,0.323943661971831,5
1902,DFW,SAF,0.16396903589021816,2
1903,DFW,SAN,0.30121457489878545,5
1904,DFW,SAT,0.29755835792862895,4
1905,DFW,SAV,0.29815573770491804,4
1906,DFW,SBA,0.3671562082777036,5
1907,DFW,SBN,0.18,2
1908,DFW,SBP,0.3265582655826558,5
1909,DFW,SDF,0.19878674755016332,2
1910,DFW,SEA,0.27475075353582196,4
1911,DFW,SFO,0.32689987937273823,5
1912,DFW,SGF,0.14933135215453194,1
1913,DFW,SGU,0.1527777777777778,2
1914,DFW,SHV,0.1542263964409293,2
1915,DFW,SJC,0.24360902255639097,3
1916,DFW,SJT,0.14177215189873418,1
1917,DFW,SJU,0.30319148936170215,5
1918,DFW,SLC,0.29386203150461704,4
1919,DFW,SMF,0.3465909090909091,5
1920,DFW,SNA,0.21045034642032331,3
1921,DFW,SPI,0.16058394160583941,2
1922,DFW,SPS,0.1355263157894737,1
1923,DFW,SRQ,0.2867647058823529,4
1924,DFW,STL,0.2564102564102564,4
1925,DFW,STS,0.09322033898305085,0
1926,DFW,STT,0.15625,2
1927,DFW,SWO,0.11473272490221642,1
1928,DFW,SYR,0.3854166666666667,5
1929,DFW,TLH,0.15221774193548387,2
1930,DFW,TPA,0.33760831889081455,5
1931,DFW,TRI,0.14962962962962964,1
1932,DFW,TUL,0.2224174279690794,3
1933,DFW,TUS,0.2598669623059867,4
1934,DFW,TVC,0.4032258064516129,5
1935,DFW,TXK,0.13869257950530034,1
1936,DFW,TYR,0.1602506714413608,2
1937,DFW,TYS,0.30201342281879195,5
1938,DFW,VPS,0.2866988283942109,4
1939,DFW,XNA,0.18811881188118812,2
1940,DFW,YUM,0.1419624217118998,1
1941,DHN,ATL,0.10841836734693877,1
1942,DIK,DEN,0.15,1
1943,DLG,AKN,0.6206896551724138,5
1944,DLG,ANC,0.17894736842105263,2
1945,DLH,MSP,0.11203319502074689,1
1946,DLH,ORD,0.17061143984220908,2
1947,DRO,DEN,0.2082906857727738,3
1948,DRO,DFW,0.18874172185430463,2
1949,DRO,IAH,0.3333333333333333,5
1950,DRO,PHX,0.1315042573320719,1
1951,DRT,DFW,0.18088737201365188,2
1952,DSM,ATL,0.09732988802756244,0
1953,DSM,AUS,0.3389830508474576,5
1954,DSM,AZA,0.22727272727272727,3
1955,DSM,BNA,0.14782608695652175,1
1956,DSM,CLT,0.20451693851944794,3
1957,DSM,DCA,0.10201793721973094,1
1958,DSM,DEN,0.22117357406647517,3
1959,DSM,DFW,0.25143325143325146,4
1960,DSM,DTW,0.08208955223880597,0
1961,DSM,EWR,0.1276595744680851,1
1962,DSM,FLL,0.2872340425531915,4
1963,DSM,HOU,0.2682926829268293,4
1964,DSM,IAH,0.14728682170542637,1
1965,DSM,LAS,0.2922705314009662,4
1966,DSM,LAX,0.3076923076923077,5
1967,DSM,LGA,0.13798977853492334,1
1968,DSM,MCO,0.1724137931034483,2
1969,DSM,MIA,0.07407407407407407,0
1970,DSM,MSP,0.12929475587703435,1
1971,DSM,ORD,0.15420743639921722,2
1972,DSM,PDX,0.13333333333333333,1
1973,DSM,PGD,0.2222222222222222,3
1974,DSM,PHX,0.2208994708994709,3
1975,DSM,PIE,0.21768707482993196,3
1976,DSM,PSP,0.23255813953488372,3
1977,DSM,SAN,0.1791044776119403,2
1978,DSM,SFB,0.422360248447205,5
1979,DSM,SNA,0.18095238095238095,2
1980,DSM,SRQ,0.38666666666666666,5
1981,DSM,STL,0.20336605890603085,3
1982,DSM,VPS,0.30434782608695654,5
1983,DTW,AGS,0.42857142857142855,5
1984,DTW,ALB,0.17199715707178392,2
1985,DTW,APN,0.14824797843665768,1
1986,DTW,ATL,0.1913993655269651,2
1987,DTW,ATW,0.17586649550706032,2
1988,DTW,AUS,0.1970474967907574,2
1989,DTW,AZO,0.10047281323877069,1
1990,DTW,BDL,0.15360983102918588,2
1991,DTW,BGM,0.09090909090909091,0
1992,DTW,BHM,0.17488789237668162,2
1993,DTW,BMI,0.1038961038961039,1
1994,DTW,BNA,0.16606498194945848,2
1995,DTW,BOS,0.2243502051983584,3
1996,DTW,BTV,0.1388888888888889,1
1997,DTW,BUF,0.155956678700361,2
1998,DTW,BWI,0.18978855079938112,2
1999,DTW,BZN,0.05263157894736842,0
2000,DTW,CHA,0.10862619808306709,1
2001,DTW,CHS,0.12668463611859837,1
2002,DTW,CIU,0.18617021276595744,2
2003,DTW,CLE,0.14986376021798364,1
2004,DTW,CLT,0.13776944704779756,1
2005,DTW,CMH,0.1367003367003367,1
2006,DTW,CVG,0.14333781965006728,1
2007,DTW,CWA,0.1,0
2008,DTW,DAB,1.0,5
2009,DTW,DAL,0.875,5
2010,DTW,DCA,0.14596062457569586,1
2011,DTW,DEN,0.20025550942190992,3
2012,DTW,DFW,0.1895734597156398,2
2013,DTW,DSM,0.11075612353567625,1
2014,DTW,ELM,0.12980132450331125,1
2015,DTW,ESC,0.1556122448979592,2
2016,DTW,EWR,0.15959760739532355,2
2017,DTW,FLL,0.19712115153938425,2
2018,DTW,GRB,0.15958549222797927,2
2019,DTW,GRR,0.180871828236825,2
2020,DTW,GSO,0.13114754098360656,1
2021,DTW,GSP,0.1381692573402418,1
2022,DTW,HNL,0.19682539682539682,2
2023,DTW,HPN,0.17890295358649788,2
2024,DTW,HSV,0.15460526315789475,2
2025,DTW,IAD,0.16817985300475574,2
2026,DTW,IAH,0.1859636622728892,2
2027,DTW,IMT,0.13186813186813187,1
2028,DTW,IND,0.14489795918367346,1
2029,DTW,ITH,0.08823529411764706,0
2030,DTW,JAX,0.20278330019880716,3
2031,DTW,JFK,0.23167489555639956,3
2032,DTW,LAN,0.1066350710900474,1
2033,DTW,LAS,0.22953634802518602,3
2034,DTW,LAX,0.2259158751696065,3
2035,DTW,LEX,0.1116564417177914,1
2036,DTW,LGA,0.17657304593947312,2
2037,DTW,LNK,0.0,0
2038,DTW,MBS,0.13326226012793177,1
2039,DTW,MCI,0.15513626834381553,2
2040,DTW,MCO,0.21817760259680036,3
2041,DTW,MDT,0.12035010940919037,1
2042,DTW,MDW,0.1724709784411277,2
2043,DTW,MEM,0.15275813295615276,2
2044,DTW,MIA,0.20472930927193528,3
2045,DTW,MKE,0.17950391644908617,2
2046,DTW,MQT,0.14615384615384616,1
2047,DTW,MSN,0.15517241379310345,2
2048,DTW,MSP,0.1756420878210439,2
2049,DTW,MSY,0.16404199475065617,2
2050,DTW,MYR,0.1895424836601307,2
2051,DTW,OMA,0.17371323529411764,2
2052,DTW,ORD,0.15561367457500466,2
2053,DTW,ORF,0.12316384180790961,1
2054,DTW,PBI,0.20064724919093851,3
2055,DTW,PDX,0.17391304347826086,2
2056,DTW,PHL,0.12360655737704918,1
2057,DTW,PHX,0.20195930670685758,3
2058,DTW,PIT,0.14018043025676613,1
2059,DTW,PLN,0.17316017316017315,2
2060,DTW,PNS,0.0,0
2061,DTW,PVD,0.18969849246231155,2
2062,DTW,PWM,0.15992970123022848,2
2063,DTW,RDU,0.1432192648922687,1
2064,DTW,RIC,0.12269372693726938,1
2065,DTW,ROC,0.10617626648161,1
2066,DTW,RSW,0.1795284030010718,2
2067,DTW,SAN,0.20750199521149243,3
2068,DTW,SAT,0.2021390374331551,3
2069,DTW,SAV,0.0784313725490196,0
2070,DTW,SBN,0.1717171717171717,2
2071,DTW,SCE,0.22857142857142856,3
2072,DTW,SDF,0.12734082397003746,1
2073,DTW,SEA,0.17598152424942262,2
2074,DTW,SFO,0.20065573770491804,3
2075,DTW,SJU,0.12928759894459102,1
2076,DTW,SLC,0.19876543209876543,2
2077,DTW,SNA,0.16165413533834586,2
2078,DTW,SRQ,0.2631578947368421,4
