,ORIGIN,DEST,DEP_DEL15,Group,flight_counts
1549,DCA,RSW,0.1969147005444646,2,101
1550,DCA,SAV,0.16429495472186287,2,101
1551,DCA,SBN,0.0,0,101
1552,DCA,SDF,0.11562998405103668,1,101
1553,DCA,SEA,0.17369093231162197,2,101
1554,DCA,SFO,0.24168797953964194,3,101
1555,DCA,SJU,0.22704081632653061,3,101
1556,DCA,SLC,0.2205128205128205,3,101
1557,DCA,SRQ,0.16122004357298475,2,101
1558,DCA,STL,0.1930379746835443,2,101
1559,DCA,SYR,0.11689497716894977,1,101
1560,DCA,TLH,0.18925831202046037,2,101
1561,DCA,TPA,0.16969185310257492,2,101
1562,DCA,TUL,0.14173228346456693,1,101
1563,DCA,TVC,0.050505050505050504,0,101
1564,DCA,TYS,0.13241616509028376,1,101
1565,DCA,VPS,0.16381418092909536,2,101
1566,DCA,XNA,0.21971830985915494,3,101
1567,DDC,DEN,0.1457142857142857,1,2
1568,DDC,LBL,0.18243243243243243,2,2
1569,DEC,JLN,0.18591549295774648,2,3
1570,DEC,ORD,0.16716867469879518,2,3
1571,DEC,PAH,0.2413793103448276,3,3
1572,DEN,ABE,0.375,5,179
1573,DEN,ABQ,0.30992158199795433,5,179
1574,DEN,ACV,0.1504424778761062,2,179
1575,DEN,ALB,0.5170068027210885,5,179
1576,DEN,AMA,0.24577373211963588,3,179
1577,DEN,ANC,0.37389770723104054,5,179
1578,DEN,ASE,0.2761541719610335,4,179
1579,DEN,ATL,0.25993555316863587,4,179
1580,DEN,ATW,0.27872340425531916,4,179
1581,DEN,AUS,0.26682233071534706,4,179
1582,DEN,AVL,0.32653061224489793,5,179
1583,DEN,BDL,0.38205499276411,5,179
1584,DEN,BFF,0.167192429022082,2,179
1585,DEN,BFL,0.21727748691099477,3,179
1586,DEN,BHM,0.2896790980052038,4,179
1587,DEN,BIH,0.29591836734693877,4,179
1588,DEN,BIL,0.2759968725566849,4,179
1589,DEN,BIS,0.17661900756938603,2,179
1590,DEN,BLI,0.12903225806451613,1,179
1591,DEN,BMI,0.19672131147540983,2,179
1592,DEN,BNA,0.28716707021791765,4,179
1593,DEN,BOI,0.2934282126412725,4,179
1594,DEN,BOS,0.31961120640365925,5,179
1595,DEN,BTV,0.25806451612903225,4,179
1596,DEN,BUF,0.42136498516320475,5,179
1597,DEN,BUR,0.33032694475760993,5,179
1598,DEN,BWI,0.34092431346282653,5,179
1599,DEN,BZN,0.30297597705270707,5,179
1600,DEN,CHS,0.3478835978835979,5,179
1601,DEN,CID,0.2300380228136882,3,179
1602,DEN,CLE,0.27324973876698017,4,179
1603,DEN,CLT,0.2274183215887252,3,179
1604,DEN,CMH,0.3286752375628843,5,179
1605,DEN,CNY,0.17701149425287357,2,179
1606,DEN,COD,0.24705882352941178,3,179
1607,DEN,COS,0.2677250978686385,4,179
1608,DEN,CPR,0.24834237492465341,3,179
1609,DEN,CVG,0.2547864506627393,4,179
1610,DEN,CYS,0.14903846153846154,1,179
1611,DEN,DAL,0.34486638537271447,5,179
1612,DEN,DAY,0.14285714285714285,1,179
1613,DEN,DCA,0.2315653298835705,3,179
1614,DEN,DDC,0.1644295302013423,2,179
1615,DEN,DFW,0.2509928514694202,4,179
1616,DEN,DIK,0.21528861154446177,3,179
1617,DEN,DRO,0.24355735219807984,3,179
1618,DEN,DSM,0.2808528085280853,4,179
1619,DEN,DTW,0.23968,3,179
1620,DEN,DVL,0.12195121951219512,1,179
1621,DEN,ECP,0.24528301886792453,3,179
1622,DEN,EGE,0.19680851063829788,2,179
1623,DEN,ELP,0.3032911392405063,5,179
1624,DEN,EUG,0.27495107632093935,4,179
1625,DEN,EWR,0.28638635695383713,4,179
1626,DEN,FAR,0.22558286074354128,3,179
1627,DEN,FAT,0.2708066581306018,4,179
1628,DEN,FCA,0.24417426545086118,3,179
1629,DEN,FLL,0.29956188389923327,4,179
1630,DEN,FSD,0.2205692108667529,3,179
1631,DEN,GCC,0.1751497005988024,2,179
1632,DEN,GEG,0.3333333333333333,5,179
1633,DEN,GJT,0.24758324382384533,3,179
1634,DEN,GRB,0.1746031746031746,2,179
1635,DEN,GRR,0.2715654952076677,4,179
1636,DEN,GSO,0.14285714285714285,1,179
1637,DEN,GSP,0.16624040920716113,2,179
1638,DEN,GTF,0.22393822393822393,3,179
1639,DEN,GUC,0.2270450751252087,3,179
1640,DEN,HDN,0.2578419071518193,4,179
1641,DEN,HLN,0.20353982300884957,3,179
1642,DEN,HNL,0.38372093023255816,5,179
1643,DEN,HOB,0.18487394957983194,2,179
1644,DEN,HOU,0.3129928008227631,5,179
1645,DEN,HSV,0.22901849217638692,3,179
1646,DEN,IAD,0.26053511705685617,4,179
1647,DEN,IAH,0.27936333699231614,4,179
1648,DEN,ICT,0.3102174805088223,5,179
1649,DEN,IDA,0.2080979284369115,3,179
1650,DEN,IND,0.2958758986000757,4,179
1651,DEN,JAC,0.2724616508400292,4,179
1652,DEN,JAX,0.36033519553072624,5,179
1653,DEN,JFK,0.32196969696969696,5,179
1654,DEN,JLN,0.13454545454545455,1,179
1655,DEN,JMS,0.13527851458885942,1,179
1656,DEN,KOA,0.25190839694656486,4,179
1657,DEN,LAR,0.16380655226209048,2,179
1658,DEN,LAS,0.31483370740665173,5,179
1659,DEN,LAX,0.26314422952096583,4,179
1660,DEN,LBB,0.275175644028103,4,179
1661,DEN,LBF,0.18037974683544303,2,179
1662,DEN,LBL,0.16120218579234974,2,179
1663,DEN,LEX,0.07692307692307693,0,179
1664,DEN,LGA,0.3106498194945848,5,179
1665,DEN,LGB,0.3197925669835782,5,179
1666,DEN,LIH,0.23544303797468355,3,179
1667,DEN,LIT,0.28732581287325815,4,179
1668,DEN,LNK,0.2807017543859649,4,179
1669,DEN,LWS,0.19487179487179487,2,179
1670,DEN,MAF,0.22797927461139897,3,179
1671,DEN,MCI,0.28348265563978864,4,179
1672,DEN,MCO,0.3292787025181391,5,179
1673,DEN,MDT,0.0,0,179
1674,DEN,MDW,0.35051820356098856,5,179
1675,DEN,MEM,0.3152492668621701,5,179
1676,DEN,MFR,0.3145780051150895,5,179
1677,DEN,MIA,0.2823045267489712,4,179
1678,DEN,MKE,0.26528423310690025,4,179
1679,DEN,MLI,0.22946859903381642,3,179
1680,DEN,MOT,0.23302263648468707,3,179
1681,DEN,MRY,0.23684210526315788,3,179
1682,DEN,MSN,0.2697841726618705,4,179
1683,DEN,MSO,0.2502120441051739,4,179
1684,DEN,MSP,0.26492942453854507,4,179
1685,DEN,MSY,0.29071274298056154,4,179
1686,DEN,MTJ,0.24405506883604505,3,179
1687,DEN,MYR,0.14814814814814814,1,179
1688,DEN,OAK,0.38758553274682306,5,179
1689,DEN,OGG,0.3090909090909091,5,179
1690,DEN,OKC,0.2796476879521862,4,179
1691,DEN,OMA,0.29498092163193423,4,179
1692,DEN,ONT,0.3650465356773526,5,179
1693,DEN,ORD,0.2612745822859678,4,179
1694,DEN,ORF,0.29672447013487474,4,179
1695,DEN,OTH,0.16666666666666666,2,179
1696,DEN,PBI,0.12857142857142856,1,179
1697,DEN,PDX,0.3035519721072129,5,179
1698,DEN,PHL,0.30430145751866333,5,179
1699,DEN,PHX,0.2883011190233978,4,179
1700,DEN,PIA,0.24742268041237114,3,179
1701,DEN,PIT,0.3275217932752179,5,179
1702,DEN,PNS,0.27075812274368233,4,179
1703,DEN,PRC,0.22842639593908629,3,179
1704,DEN,PSC,0.22265122265122264,3,179
1705,DEN,PSP,0.2613837965700769,4,179
1706,DEN,PUB,0.15476190476190477,2,179
1707,DEN,PWM,0.22340425531914893,3,179
1708,DEN,RAP,0.25,3,179
1709,DEN,RDM,0.27214377406931967,4,179
1710,DEN,RDU,0.3293135435992579,5,179
1711,DEN,RIC,0.24790419161676647,3,179
1712,DEN,RIW,0.1367713004484305,1,179
1713,DEN,RKS,0.1373873873873874,1,179
1714,DEN,RNO,0.30357877416700946,5,179
1715,DEN,ROC,0.5,5,179
1716,DEN,RSW,0.24846248462484624,3,179
1717,DEN,SAF,0.24974924774322968,3,179
1718,DEN,SAN,0.28705840582282977,4,179
1719,DEN,SAT,0.292148889583985,4,179
1720,DEN,SAV,0.20987654320987653,3,179
1721,DEN,SBA,0.2481536189069424,3,179
1722,DEN,SBN,0.0,0,179
1723,DEN,SBP,0.22938144329896906,3,179
1724,DEN,SDF,0.3269230769230769,5,179
1725,DEN,SEA,0.2881885292447473,4,179
1726,DEN,SFO,0.32831858407079645,5,179
1727,DEN,SGF,0.2865035516969219,4,179
1728,DEN,SGU,0.23573573573573572,3,179
1729,DEN,SHR,0.14623338257016247,1,179
1730,DEN,SHV,0.3411458333333333,5,179
1731,DEN,SJC,0.2981181908220535,4,179
1732,DEN,SJU,0.09090909090909091,0,179
1733,DEN,SLC,0.29870928088506454,4,179
1734,DEN,SLN,0.18205128205128204,2,179
1735,DEN,SMF,0.31874244256348244,5,179
1736,DEN,SNA,0.27761194029850744,4,179
1737,DEN,SRQ,0.2777777777777778,4,179
1738,DEN,STL,0.2877002827521206,4,179
1739,DEN,SUN,0.15280898876404495,2,179
1740,DEN,SUX,0.17586206896551723,2,179
1741,DEN,SYR,0.29004329004329005,4,179
1742,DEN,TPA,0.32925373134328356,5,179
1743,DEN,TUL,0.29645669291338583,4,179
1744,DEN,TUS,0.31748071979434445,5,179
1745,DEN,TVC,0.2196969696969697,3,179
1746,DEN,TYS,0.21943887775551102,3,179
1747,DEN,VEL,0.18627450980392157,2,179
1748,DEN,WYS,0.058823529411764705,0,179
1749,DEN,XNA,0.20045558086560364,3,179
1750,DEN,XWA,0.19436345966958213,2,179
1751,DFW,ABI,0.14634146341463414,1,190
1752,DFW,ABQ,0.2573075339645945,4,190
1753,DFW,ACT,0.17612193056731584,2,190
1754,DFW,ACY,0.0,0,190
1755,DFW,AEX,0.16094986807387862,2,190
1756,DFW,AGS,0.17330210772833723,2,190
1757,DFW,ALB,0.40350877192982454,5,190
1758,DFW,AMA,0.21233480176211453,3,190
1759,DFW,ANC,0.29315068493150687,4,190
1760,DFW,ASE,0.17341040462427745,2,190
1761,DFW,ATL,0.25194727381665666,4,190
1762,DFW,AUS,0.25203252032520324,4,190
1763,DFW,AVL,0.22185970636215335,3,190
1764,DFW,BDL,0.3327205882352941,5,190
1765,DFW,BFL,0.3217753120665742,5,190
1766,DFW,BHM,0.24575835475578406,3,190
1767,DFW,BIL,0.15955766192733017,2,190
1768,DFW,BIS,0.1884498480243161,2,190
1769,DFW,BMI,0.13881401617250674,1,190
1770,DFW,BNA,0.2736768802228412,4,190
1771,DFW,BOI,0.2439903846153846,3,190
1772,DFW,BOS,0.29438381687516635,4,190
1773,DFW,BPT,0.14173228346456693,1,190
1774,DFW,BRO,0.1511879049676026,2,190
1775,DFW,BTR,0.1776595744680851,2,190
1776,DFW,BTV,0.15,1,190
1777,DFW,BUF,0.3371868978805395,5,190
1778,DFW,BUR,0.24805194805194805,3,190
1779,DFW,BWI,0.2795226130653266,4,190
1780,DFW,BZN,0.2182410423452769,3,190
1781,DFW,CAE,0.3363754889178618,5,190
1782,DFW,CHA,0.10131004366812227,1,190
1783,DFW,CHS,0.3019966722129784,5,190
1784,DFW,CID,0.2933088909257562,4,190
1785,DFW,CLE,0.2726796014682748,4,190
1786,DFW,CLL,0.15377932232841007,2,190
1787,DFW,CLT,0.29812734082397,4,190
1788,DFW,CMH,0.2937024972855592,4,190
1789,DFW,CMI,0.14747736093143596,1,190
1790,DFW,COS,0.22280887011615627,3,190
1791,DFW,COU,0.14312096029547552,1,190
1792,DFW,CRP,0.14132231404958678,1,190
1793,DFW,CSG,0.24778761061946902,3,190
1794,DFW,CVG,0.25328227571115974,4,190
1795,DFW,DAB,0.12389380530973451,1,190
1796,DFW,DAY,0.1778496362166532,2,190
1797,DFW,DCA,0.26371681415929205,4,190
1798,DFW,DEN,0.2817618063285101,4,190
1799,DFW,DRO,0.14722911497105046,1,190
1800,DFW,DRT,0.16666666666666666,2,190
1801,DFW,DSM,0.27555192150449714,4,190
1802,DFW,DTW,0.24790853318460682,3,190
1803,DFW,ECP,0.2940503432494279,4,190
1804,DFW,EGE,0.2537313432835821,4,190
1805,DFW,ELP,0.28451296426068673,4,190
1806,DFW,EUG,0.38461538461538464,5,190
1807,DFW,EVV,0.13123092573753814,1,190
1808,DFW,EWR,0.23803494555583693,3,190
1809,DFW,EYW,0.30662983425414364,5,190
1810,DFW,FAR,0.15404699738903394,2,190
1811,DFW,FAT,0.3003344481605351,5,190
1812,DFW,FAY,0.14470284237726097,1,190
1813,DFW,FCA,0.23125,3,190
1814,DFW,FLG,0.1926605504587156,2,190
1815,DFW,FLL,0.2945039751123401,4,190
1816,DFW,FSD,0.28164196123147095,4,190
1817,DFW,FSM,0.14188034188034188,1,190
1818,DFW,FWA,0.15544554455445544,2,190
1819,DFW,GCK,0.16775884665792923,2,190
1820,DFW,GEG,0.43327556325823224,5,190
1821,DFW,GGG,0.12827225130890052,1,190
1822,DFW,GJT,0.12045060658578856,1,190
1823,DFW,GNV,0.13432835820895522,1,190
1824,DFW,GPT,0.15532994923857868,2,190
1825,DFW,GRB,0.25,3,190
1826,DFW,GRI,0.16883116883116883,2,190
1827,DFW,GRK,0.16163793103448276,2,190
1828,DFW,GRR,0.3300090661831369,5,190
1829,DFW,GSO,0.2809278350515464,4,190
1830,DFW,GSP,0.24553039332538737,3,190
1831,DFW,GUC,0.3305084745762712,5,190
1832,DFW,HDN,0.18041237113402062,2,190
1833,DFW,HHH,0.2,2,190
1834,DFW,HNL,0.1937869822485207,2,190
1835,DFW,HOU,0.15475668566418238,2,190
1836,DFW,HRL,0.12116892373485388,1,190
1837,DFW,HSV,0.15946666666666667,2,190
1838,DFW,IAD,0.21089161772557394,3,190
1839,DFW,IAH,0.24120922832140015,3,190
1840,DFW,ICT,0.23111474071049407,3,190
1841,DFW,IDA,0.17892976588628762,2,190
1842,DFW,ILM,0.29605263157894735,4,190
1843,DFW,IND,0.2801958650707291,4,190
1844,DFW,JAC,0.21578099838969403,3,190
1845,DFW,JAN,0.11988159842131228,1,190
1846,DFW,JAX,0.27580730545262044,4,190
1847,DFW,JFK,0.22768933912204534,3,190
1848,DFW,LAS,0.33349975037443835,5,190
1849,DFW,LAW,0.1486254295532646,1,190
1850,DFW,LAX,0.28565382987727467,4,190
1851,DFW,LBB,0.19603078169299312,2,190
1852,DFW,LCH,0.15644444444444444,2,190
1853,DFW,LEX,0.2336802270577105,3,190
1854,DFW,LFT,0.1446700507614213,1,190
1855,DFW,LGA,0.25042962037181693,4,190
1856,DFW,LIT,0.16636851520572452,2,190
1857,DFW,LRD,0.1392,1,190
1858,DFW,MAF,0.13627412367073652,1,190
1859,DFW,MCI,0.27702996092053844,4,190
1860,DFW,MCO,0.35165895061728397,5,190
1861,DFW,MDT,0.4020618556701031,5,190
1862,DFW,MDW,0.44008264462809915,5,190
1863,DFW,MEM,0.2733171127331711,4,190
1864,DFW,MFE,0.24308193163320674,3,190
1865,DFW,MGM,0.17167919799498746,2,190
1866,DFW,MHK,0.14792899408284024,1,190
1867,DFW,MIA,0.2830637488106565,4,190
1868,DFW,MKE,0.3360957642725598,5,190
1869,DFW,MLI,0.13454075032341525,1,190
1870,DFW,MLU,0.11466666666666667,1,190
1871,DFW,MOB,0.14801110083256244,1,190
1872,DFW,MRY,0.28112449799196787,4,190
1873,DFW,MSN,0.3291814946619217,5,190
1874,DFW,MSO,0.15242494226327943,2,190
1875,DFW,MSP,0.21925465838509317,3,190
1876,DFW,MSY,0.2903871829105474,4,190
1877,DFW,MTJ,0.19796954314720813,2,190
1878,DFW,MYR,0.21342925659472423,3,190
1879,DFW,OAK,0.3697916666666667,5,190
1880,DFW,OGG,0.1684981684981685,2,190
1881,DFW,OKC,0.26834309335170514,4,190
1882,DFW,OMA,0.26420664206642064,4,190
1883,DFW,ONT,0.3098307816277196,5,190
1884,DFW,ORD,0.2214623025565869,3,190
1885,DFW,ORF,0.2823061630218688,4,190
1886,DFW,PBI,0.3138888888888889,5,190
1887,DFW,PDX,0.2887292321508756,4,190
1888,DFW,PHL,0.2948717948717949,4,190
1889,DFW,PHX,0.3061507936507937,5,190
1890,DFW,PIA,0.16946959896507116,2,190
1891,DFW,PIT,0.27848101265822783,4,190
1892,DFW,PNS,0.30739795918367346,5,190
1893,DFW,PSP,0.25347912524850896,4,190
1894,DFW,PWM,0.3157894736842105,5,190
1895,DFW,RAP,0.13303769401330376,1,190
1896,DFW,RDU,0.3082706766917293,5,190
1897,DFW,RIC,0.2612704918032787,4,190
1898,DFW,RNO,0.24916666666666668,3,190
1899,DFW,ROC,0.3333333333333333,5,190
1900,DFW,ROW,0.14463840399002495,1,190
1901,DFW,RSW,0.323943661971831,5,190
1902,DFW,SAF,0.16396903589021816,2,190
1903,DFW,SAN,0.30121457489878545,5,190
1904,DFW,SAT,0.29755835792862895,4,190
1905,DFW,SAV,0.29815573770491804,4,190
1906,DFW,SBA,0.3671562082777036,5,190
1907,DFW,SBN,0.18,2,190
1908,DFW,SBP,0.3265582655826558,5,190
1909,DFW,SDF,0.19878674755016332,2,190
1910,DFW,SEA,0.27475075353582196,4,190
1911,DFW,SFO,0.32689987937273823,5,190
1912,DFW,SGF,0.14933135215453194,1,190
1913,DFW,SGU,0.1527777777777778,2,190
1914,DFW,SHV,0.1542263964409293,2,190
1915,DFW,SJC,0.24360902255639097,3,190
1916,DFW,SJT,0.14177215189873418,1,190
1917,DFW,SJU,0.30319148936170215,5,190
1918,DFW,SLC,0.29386203150461704,4,190
1919,DFW,SMF,0.3465909090909091,5,190
1920,DFW,SNA,0.21045034642032331,3,190
1921,DFW,SPI,0.16058394160583941,2,190
1922,DFW,SPS,0.1355263157894737,1,190
1923,DFW,SRQ,0.2867647058823529,4,190
1924,DFW,STL,0.2564102564102564,4,190
1925,DFW,STS,0.09322033898305085,0,190
1926,DFW,STT,0.15625,2,190
1927,DFW,SWO,0.11473272490221642,1,190
1928,DFW,SYR,0.3854166666666667,5,190
1929,DFW,TLH,0.15221774193548387,2,190
1930,DFW,TPA,0.33760831889081455,5,190
1931,DFW,TRI,0.14962962962962964,1,190
1932,DFW,TUL,0.2224174279690794,3,190
1933,DFW,TUS,0.2598669623059867,4,190
1934,DFW,TVC,0.4032258064516129,5,190
1935,DFW,TXK,0.13869257950530034,1,190
1936,DFW,TYR,0.1602506714413608,2,190
1937,DFW,TYS,0.30201342281879195,5,190
1938,DFW,VPS,0.2866988283942109,4,190
1939,DFW,XNA,0.18811881188118812,2,190
1940,DFW,YUM,0.1419624217118998,1,190
1941,DHN,ATL,0.10841836734693877,1,1
1942,DIK,DEN,0.15,1,1
1943,DLG,AKN,0.6206896551724138,5,2
1944,DLG,ANC,0.17894736842105263,2,2
1945,DLH,MSP,0.11203319502074689,1,2
1946,DLH,ORD,0.17061143984220908,2,2
1947,DRO,DEN,0.2082906857727738,3,4
1948,DRO,DFW,0.18874172185430463,2,4
1949,DRO,IAH,0.3333333333333333,5,4
1950,DRO,PHX,0.1315042573320719,1,4
1951,DRT,DFW,0.18088737201365188,2,1
1952,DSM,ATL,0.09732988802756244,0,31
1953,DSM,AUS,0.3389830508474576,5,31
1954,DSM,AZA,0.22727272727272727,3,31
1955,DSM,BNA,0.14782608695652175,1,31
1956,DSM,CLT,0.20451693851944794,3,31
1957,DSM,DCA,0.10201793721973094,1,31
1958,DSM,DEN,0.22117357406647517,3,31
1959,DSM,DFW,0.25143325143325146,4,31
1960,DSM,DTW,0.08208955223880597,0,31
1961,DSM,EWR,0.1276595744680851,1,31
1962,DSM,FLL,0.2872340425531915,4,31
1963,DSM,HOU,0.2682926829268293,4,31
1964,DSM,IAH,0.14728682170542637,1,31
1965,DSM,LAS,0.2922705314009662,4,31
1966,DSM,LAX,0.3076923076923077,5,31
1967,DSM,LGA,0.13798977853492334,1,31
1968,DSM,MCO,0.1724137931034483,2,31
1969,DSM,MIA,0.07407407407407407,0,31
1970,DSM,MSP,0.12929475587703435,1,31
1971,DSM,ORD,0.15420743639921722,2,31
1972,DSM,PDX,0.13333333333333333,1,31
1973,DSM,PGD,0.2222222222222222,3,31
1974,DSM,PHX,0.2208994708994709,3,31
1975,DSM,PIE,0.21768707482993196,3,31
1976,DSM,PSP,0.23255813953488372,3,31
1977,DSM,SAN,0.1791044776119403,2,31
1978,DSM,SFB,0.422360248447205,5,31
1979,DSM,SNA,0.18095238095238095,2,31
1980,DSM,SRQ,0.38666666666666666,5,31
1981,DSM,STL,0.20336605890603085,3,31
1982,DSM,VPS,0.30434782608695654,5,31
1983,DTW,AGS,0.42857142857142855,5,102
1984,DTW,ALB,0.17199715707178392,2,102
1985,DTW,APN,0.14824797843665768,1,102
1986,DTW,ATL,0.1913993655269651,2,102
1987,DTW,ATW,0.17586649550706032,2,102
1988,DTW,AUS,0.1970474967907574,2,102
1989,DTW,AZO,0.10047281323877069,1,102
1990,DTW,BDL,0.15360983102918588,2,102
1991,DTW,BGM,0.09090909090909091,0,102
1992,DTW,BHM,0.17488789237668162,2,102
1993,DTW,BMI,0.1038961038961039,1,102
1994,DTW,BNA,0.16606498194945848,2,102
1995,DTW,BOS,0.2243502051983584,3,102
1996,DTW,BTV,0.1388888888888889,1,102
1997,DTW,BUF,0.155956678700361,2,102
1998,DTW,BWI,0.18978855079938112,2,102
1999,DTW,BZN,0.05263157894736842,0,102
2000,DTW,CHA,0.10862619808306709,1,102
2001,DTW,CHS,0.12668463611859837,1,102
2002,DTW,CIU,0.18617021276595744,2,102
2003,DTW,CLE,0.14986376021798364,1,102
2004,DTW,CLT,0.13776944704779756,1,102
2005,DTW,CMH,0.1367003367003367,1,102
2006,DTW,CVG,0.14333781965006728,1,102
2007,DTW,CWA,0.1,0,102
2008,DTW,DAB,1.0,5,102
2009,DTW,DAL,0.875,5,102
2010,DTW,DCA,0.14596062457569586,1,102
2011,DTW,DEN,0.20025550942190992,3,102
2012,DTW,DFW,0.1895734597156398,2,102
2013,DTW,DSM,0.11075612353567625,1,102
2014,DTW,ELM,0.12980132450331125,1,102
2015,DTW,ESC,0.1556122448979592,2,102
2016,DTW,EWR,0.15959760739532355,2,102
2017,DTW,FLL,0.19712115153938425,2,102
2018,DTW,GRB,0.15958549222797927,2,102
2019,DTW,GRR,0.180871828236825,2,102
2020,DTW,GSO,0.13114754098360656,1,102
2021,DTW,GSP,0.1381692573402418,1,102
2022,DTW,HNL,0.19682539682539682,2,102
2023,DTW,HPN,0.17890295358649788,2,102
2024,DTW,HSV,0.15460526315789475,2,102
2025,DTW,IAD,0.16817985300475574,2,102
2026,DTW,IAH,0.1859636622728892,2,102
2027,DTW,IMT,0.13186813186813187,1,102
2028,DTW,IND,0.14489795918367346,1,102
2029,DTW,ITH,0.08823529411764706,0,102
2030,DTW,JAX,0.20278330019880716,3,102
2031,DTW,JFK,0.23167489555639956,3,102
2032,DTW,LAN,0.1066350710900474,1,102
2033,DTW,LAS,0.22953634802518602,3,102
2034,DTW,LAX,0.2259158751696065,3,102
2035,DTW,LEX,0.1116564417177914,1,102
2036,DTW,LGA,0.17657304593947312,2,102
2037,DTW,LNK,0.0,0,102
2038,DTW,MBS,0.13326226012793177,1,102
2039,DTW,MCI,0.15513626834381553,2,102
2040,DTW,MCO,0.21817760259680036,3,102
2041,DTW,MDT,0.12035010940919037,1,102
2042,DTW,MDW,0.1724709784411277,2,102
2043,DTW,MEM,0.15275813295615276,2,102
2044,DTW,MIA,0.20472930927193528,3,102
2045,DTW,MKE,0.17950391644908617,2,102
2046,DTW,MQT,0.14615384615384616,1,102
2047,DTW,MSN,0.15517241379310345,2,102
2048,DTW,MSP,0.1756420878210439,2,102
2049,DTW,MSY,0.16404199475065617,2,102
2050,DTW,MYR,0.1895424836601307,2,102
2051,DTW,OMA,0.17371323529411764,2,102
2052,DTW,ORD,0.15561367457500466,2,102
2053,DTW,ORF,0.12316384180790961,1,102
2054,DTW,PBI,0.20064724919093851,3,102
2055,DTW,PDX,0.17391304347826086,2,102
2056,DTW,PHL,0.12360655737704918,1,102
2057,DTW,PHX,0.20195930670685758,3,102
2058,DTW,PIT,0.14018043025676613,1,102
2059,DTW,PLN,0.17316017316017315,2,102
2060,DTW,PNS,0.0,0,102
2061,DTW,PVD,0.18969849246231155,2,102
2062,DTW,PWM,0.15992970123022848,2,102
2063,DTW,RDU,0.1432192648922687,1,102
2064,DTW,RIC,0.12269372693726938,1,102
2065,DTW,ROC,0.10617626648161,1,102
2066,DTW,RSW,0.1795284030010718,2,102
2067,DTW,SAN,0.20750199521149243,3,102
2068,DTW,SAT,0.2021390374331551,3,102
2069,DTW,SAV,0.0784313725490196,0,102
2070,DTW,SBN,0.1717171717171717,2,102
2071,DTW,SCE,0.22857142857142856,3,102
2072,DTW,SDF,0.12734082397003746,1,102
2073,DTW,SEA,0.17598152424942262,2,102
2074,DTW,SFO,0.20065573770491804,3,102
2075,DTW,SJU,0.12928759894459102,1,102
2076,DTW,SLC,0.19876543209876543,2,102
2077,DTW,SNA,0.16165413533834586,2,102
2078,DTW,SRQ,0.2631578947368421,4,102
2079,DTW,STL,0.17285714285714285,2,102
2080,DTW,SYR,0.14014084507042254,1,102
2081,DTW,TPA,0.21768437747819191,3,102
2082,DTW,TVC,0.1761904761904762,2,102
2083,DTW,TYS,0.17124735729386892,2,102
2084,DTW,VPS,0.09523809523809523,0,102
2085,DVL,DEN,0.19830028328611898,2,2
2086,DVL,JMS,0.10793650793650794,1,2
2087,EAT,SEA,0.12946428571428573,1,1
2088,EAU,ORD,0.13333333333333333,1,1
2089,ECP,ATL,0.14082358922216573,1,17
2090,ECP,AUS,0.3308270676691729,5,17
2091,ECP,BNA,0.16832669322709162,2,17
2092,ECP,BWI,0.17647058823529413,2,17
2093,ECP,CLT,0.19570135746606335,2,17
2094,ECP,DAL,0.15151515151515152,2,17
2095,ECP,DCA,0.16991643454038996,2,17
2096,ECP,DEN,0.2641509433962264,4,17
2097,ECP,DFW,0.24856815578465064,3,17
2098,ECP,HOU,0.20309050772626933,3,17
2099,ECP,IAH,0.12028542303771661,1,17
2100,ECP,IND,0.3076923076923077,5,17
2101,ECP,MCI,0.2127659574468085,3,17
2102,ECP,MDW,0.26666666666666666,4,17
2103,ECP,ORD,0.3333333333333333,5,17
2104,ECP,PHL,0.2727272727272727,4,17
2105,ECP,STL,0.1640378548895899,2,17
2106,EGE,ATL,0.256198347107438,4,13
2107,EGE,AUS,0.3384615384615385,5,13
2108,EGE,DEN,0.18076580587711488,2,13
2109,EGE,DFW,0.24408468244084683,3,13
2110,EGE,EWR,0.37777777777777777,5,13
2111,EGE,IAH,0.23,3,13
2112,EGE,JFK,0.45794392523364486,5,13
2113,EGE,LAX,0.45185185185185184,5,13
2114,EGE,LGA,0.5384615384615384,5,13
2115,EGE,MIA,0.34285714285714286,5,13
2116,EGE,ORD,0.2869198312236287,4,13
2117,EGE,PHX,0.3620689655172414,5,13
2118,EGE,SFO,0.35714285714285715,5,13
2119,EKO,SLC,0.07142857142857142,0,1
2120,ELM,DTW,0.1271523178807947,1,4
2121,ELM,PGD,0.3469387755102041,5,4
2122,ELM,PIE,0.12280701754385964,1,4
2123,ELM,SFB,0.2077922077922078,3,4
2124,ELP,ATL,0.11668928086838534,1,16
2125,ELP,AUS,0.14088529271775346,1,16
2126,ELP,DAL,0.1648531011969532,2,16
2127,ELP,DEN,0.194,2,16
2128,ELP,DFW,0.2244039270687237,3,16
2129,ELP,HOU,0.1611754229741763,2,16
2130,ELP,IAH,0.23568849922640536,3,16
2131,ELP,LAS,0.24314306893995552,3,16
2132,ELP,LAX,0.12579415501905972,1,16
2133,ELP,LGB,0.1366906474820144,1,16
2134,ELP,MCO,0.46296296296296297,5,16
2135,ELP,ORD,0.184375,2,16
